contig	LG	av
Contig68039	8	31.7975
Contig70810	8	31.7975
Contig70907	8	31.7975
Contig71859	8	31.7975
Contig72258	8	31.7975
Contig75645	8	31.7975
Contig7777	8	31.7975
Contig79724	8	31.7975
Contig81363	8	31.7975
Contig86317	8	31.7975
Contig93443	8	31.7975
Contig96212	8	31.7975
Contig97557	8	31.7975
Contig9801	8	31.7975
Contig981	8	31.7975
Contig186587	8	33.02
Contig209050	8	33.02
Contig38744	8	33.02
Contig44777	8	33.02
Contig48922	8	33.02
Contig54018	8	33.02
Contig59509	8	33.02
Contig62377	8	33.02
Contig78746	8	33.02
Contig89366	8	33.02
Contig245396	8	35.164
Contig45202	8	35.164
Contig46790	8	35.164
Contig51978	8	35.164
Contig55548	8	35.164
Contig56172	8	35.164
Contig57448	8	35.164
Contig58573	8	35.164
Contig59140	8	35.164
Contig63573	8	35.164
Contig70224	8	35.164
Contig73250	8	35.164
Contig95234	8	35.164
Contig124623	8	35.4435
Contig15648	8	35.4435
Contig203467	8	35.4435
Contig2094	8	35.4435
Contig3651	8	35.4435
Contig9742	8	35.4435
Contig153298	8	35.8235
Contig114377	8	36.585
Contig17492	8	36.585
Contig179685	8	36.585
Contig38470	8	36.585
Contig48066	8	36.585
Contig50943	8	36.585
Contig5316	8	36.585
Contig53672	8	36.585
Contig54389	8	36.585
Contig57240	8	36.585
Contig65678	8	36.585
Contig84000	8	36.585
Contig97599	8	36.585
Contig1100	8	37.705
Contig11807	8	37.705
Contig120756	8	37.705
Contig13340	8	37.705
Contig167180	8	37.705
Contig384600	8	37.705
Contig42575	8	37.705
Contig63690	8	37.705
Contig91642	8	37.705
Contig98127	8	37.705
Contig131115	8	37.9855
Contig65300	8	37.9855
Contig87972	8	37.9855
Contig46717	8	39.4045
Contig57533	8	39.4045
Contig42595	8	39.65007143
Contig107891	8	39.691
Contig121289	8	39.691
Contig122833	8	39.691
Contig128674	8	39.691
Contig129133	8	39.691
Contig134021	8	39.691
Contig137627	8	39.691
Contig148385	8	39.691
Contig150760	8	39.691
Contig15671	8	39.691
Contig190461	8	39.691
Contig23878	8	39.691
Contig40047	8	39.691
Contig402	8	39.691
Contig41480	8	39.691
Contig416	8	39.691
Contig44136	8	39.691
Contig45651	8	39.691
Contig5299	8	39.691
Contig54	8	39.691
Contig54128	8	39.691
Contig5431	8	39.691
Contig55597	8	39.691
Contig57879	8	39.691
Contig60325	8	39.691
Contig60665	8	39.691
Contig64669	8	39.691
Contig65308	8	39.691
Contig67633	8	39.691
Contig719	8	39.691
Contig73385	8	39.691
Contig75407	8	39.691
Contig76759	8	39.691
Contig77427	8	39.691
Contig80493	8	39.691
Contig83426	8	39.691
Contig87363	8	39.691
Contig98649	8	39.691
Contig141987	8	39.972
Contig40116	8	40.531
Contig45525	8	40.531
Contig49642	8	40.531
Contig51073	8	40.531
Contig53013	8	40.531
Contig54316	8	40.531
Contig73095	8	40.531
Contig75602	8	40.531
Contig134814	8	40.811
Contig139283	8	40.811
Contig147667	8	40.811
Contig188124	8	40.811
Contig22865	8	40.811
Contig3731	8	40.811
Contig374207	8	40.811
Contig43117	8	40.811
Contig43709	8	40.811
Contig46418	8	40.811
Contig46432	8	40.811
Contig47902	8	40.811
Contig50884	8	40.811
Contig54754	8	40.811
Contig55591	8	40.811
Contig56481	8	40.811
Contig58777	8	40.811
Contig6151	8	40.811
Contig62786	8	40.811
Contig64396	8	40.811
Contig71221	8	40.811
Contig90550	8	40.811
Contig92853	8	40.811
Contig117388	8	41.409
Contig18585	8	41.409
Contig191008	8	41.409
Contig65045	8	41.409
Contig76592	8	41.409
Contig63394	8	41.6787
Contig13026	8	41.8585
Contig80127	8	41.8585
Contig4574	8	42.6075
Contig121356	8	42.9065
Contig130049	8	42.9065
Contig1639	8	42.9065
Contig185770	8	42.9065
Contig29350	8	42.9065
Contig38971	8	42.9065
Contig6466	8	42.9065
Contig74194	8	42.9065
Contig85058	8	42.9065
Contig86431	8	42.9065
Contig44779	8	44.106
Contig7052	8	44.106
Contig9058	8	44.106
Contig102107	8	45.608
Contig1401	8	45.608
Contig86650	8	45.608
Contig156743	8	45.9085
Contig16288	8	45.9085
Contig178880	8	45.9085
Contig40405	8	45.9085
Contig4417	8	45.9085
Contig80912	8	45.9085
Contig100851	8	46.2085
Contig105	8	46.2085
Contig120411	8	46.2085
Contig12209	8	46.2085
Contig124397	8	46.2085
Contig12861	8	46.2085
Contig13	8	46.2085
Contig157073	8	46.2085
Contig177534	8	46.2085
Contig1837	8	46.2085
Contig190280	8	46.2085
Contig212985	8	46.2085
Contig245886	8	46.2085
Contig267742	8	46.2085
Contig303083	8	46.2085
Contig378224	8	46.2085
Contig41044	8	46.2085
Contig43194	8	46.2085
Contig4373	8	46.2085
Contig4832	8	46.2085
Contig48717	8	46.2085
Contig50016	8	46.2085
Contig52050	8	46.2085
Contig5518	8	46.2085
Contig57820	8	46.2085
Contig60218	8	46.2085
Contig6561	8	46.2085
Contig66418	8	46.2085
Contig66989	8	46.2085
Contig72987	8	46.2085
Contig8227	8	46.2085
Contig354301	8	46.311875
Contig62170	8	46.314
Contig43892	8	46.41525
Contig47061	8	46.41525
Contig72194	8	46.41525
Contig160515	8	46.4155
Contig98502	8	46.48416667
Contig56209	8	46.5393
Contig113898	8	46.622
Contig142681	8	46.622
Contig18542	8	46.622
Contig231428	8	46.622
Contig3155	8	46.622
Contig3319	8	46.622
Contig39706	8	46.622
Contig46596	8	46.622
Contig50157	8	46.622
Contig74624	8	46.622
Contig77085	8	46.622
Contig73329	8	47.44538184
Contig48130	8	47.4465
Contig63547	8	47.4465
Contig165138	8	47.8575
Contig185305	8	47.8575
Contig237208	8	47.8575
Contig3605	8	47.8575
Contig3899	8	47.8575
Contig45225	8	47.8575
Contig4621	8	47.8575
Contig59274	8	47.8575
Contig81342	8	47.8575
Contig99139	8	47.8575
Contig107089	8	48.757
Contig60608	8	48.757
Contig134178	8	50.409
Contig164301	8	50.409
Contig170082	8	50.409
Contig249365	8	50.409
Contig332453	8	50.409
Contig40383	8	50.409
Contig43261	8	50.409
Contig46120	8	50.409
Contig48411	8	50.409
Contig48942	8	50.409
Contig56409	8	50.409
Contig65205	8	50.409
Contig74521	8	50.409
Contig77846	8	50.409
Contig78173	8	50.54975
Contig1052	8	50.6905
Contig112600	8	50.6905
Contig113041	8	50.6905
Contig1658	8	50.6905
Contig191771	8	50.6905
Contig23164	8	50.6905
Contig4238	8	50.6905
Contig5976	8	50.6905
Contig6565	8	50.6905
Contig7776	8	50.6905
Contig107733	8	50.9725
Contig40009	8	50.9725
Contig106914	8	51.536
Contig116025	8	51.536
Contig119823	8	51.536
Contig128044	8	51.536
Contig15950	8	51.536
Contig2574	8	51.536
Contig361480	8	51.536
Contig49632	8	51.536
Contig50469	8	51.536
Contig53886	8	51.536
Contig62600	8	51.536
Contig6581	8	51.536
Contig76664	8	51.536
Contig869	8	51.536
Contig53280	8	51.59
Contig1069	8	51.611
Contig50470	8	51.677
Contig1758	8	51.686
Contig290956	8	51.818
Contig51838	8	51.818
Contig96216	8	52.3815
Contig63734	8	52.4755
Contig79116	8	52.6635
Contig51797	8	52.82022222
Contig200221	8	52.9455
Contig40687	8	52.9455
Contig47439	8	52.9455
Contig51228	8	52.9455
Contig85386	8	52.9455
Contig86581	8	52.9455
Contig86582	8	52.9455
Contig42325	8	54.086
Contig47214	8	54.086
Contig92027	8	54.086
Contig62824	8	54.23325
Contig217480	8	54.3805
Contig308056	8	54.3805
Contig3143	8	54.3805
Contig39227	8	54.3805
Contig42551	8	54.3805
Contig46111	8	54.3805
Contig47816	8	54.3805
Contig50597	8	54.3805
Contig50598	8	54.3805
Contig57867	8	54.3805
Contig66682	8	54.3805
Contig77563	8	54.3805
Contig8197	8	54.3805
Contig83885	8	54.3805
Contig88786	8	54.3805
Contig90476	8	54.3805
Contig91521	8	54.3805
Contig98509	8	54.3805
Contig23291	9	1.20875
Contig18242	9	1.842
Contig6891	9	1.842
Contig96021	9	1.842
Contig96032	9	1.842
Contig105430	9	2.4175
Contig111208	9	2.4175
Contig130871	9	2.4175
Contig1366	9	2.4175
Contig140629	9	2.4175
Contig148440	9	2.4175
Contig151748	9	2.4175
Contig15597	9	2.4175
Contig236069	9	2.4175
Contig266150	9	2.4175
Contig319757	9	2.4175
Contig3761	9	2.4175
Contig38864	9	2.4175
Contig46263	9	2.4175
Contig48265	9	2.4175
Contig50923	9	2.4175
Contig5201	9	2.4175
Contig54892	9	2.4175
Contig54893	9	2.4175
Contig5618	9	2.4175
Contig57105	9	2.4175
Contig59188	9	2.4175
Contig60442	9	2.4175
Contig66098	9	2.4175
Contig66882	9	2.4175
Contig66884	9	2.4175
Contig71218	9	2.4175
Contig74941	9	2.4175
Contig75338	9	2.4175
Contig79865	9	2.4175
Contig814	9	2.4175
Contig89680	9	2.4175
Contig91154	9	2.4175
Contig92038	9	2.4175
Contig94834	9	2.4175
Contig97029	9	2.4175
Contig39032	9	2.7025
Contig53742	9	2.7025
Contig73701	9	2.7025
Contig77446	9	2.7025
Contig98484	9	2.7025
Contig10222	9	3.8425
Contig178530	9	3.8425
Contig195138	9	3.8425
Contig2185	9	3.8425
Contig325121	9	3.8425
Contig47352	9	3.8425
Contig48513	9	3.8425
Contig53509	9	3.8425
Contig9228	9	3.8425
Contig56116	9	5.814
Contig107222	9	6.3785
Contig109979	9	6.3785
Contig127662	9	6.3785
Contig1398	9	6.3785
Contig2020	9	6.3785
Contig221156	9	6.3785
Contig45899	9	6.3785
Contig49560	9	6.3785
Contig53008	9	6.3785
Contig5397	9	6.3785
Contig58879	9	6.3785
Contig61293	9	6.3785
Contig63364	9	6.3785
Contig70826	9	6.3785
Contig7085	9	6.3785
Contig717	9	6.3785
Contig78847	9	6.3785
Contig79863	9	6.3785
Contig79950	9	6.3785
Contig80871	9	6.3785
Contig80873	9	6.3785
Contig94884	9	6.3785
Contig43441	9	6.5205
Contig66140	9	6.5205
Contig1653	9	6.6625
Contig280141	9	6.6625
Contig49852	9	6.6625
Contig52951	9	6.6625
Contig59010	9	6.6625
Contig65018	9	6.6625
Contig141570	9	6.9465
Contig292596	9	6.9465
Contig43268	9	6.9465
Contig56721	9	6.9465
Contig58636	9	6.9465
Contig77047	9	6.9465
Contig88047	9	6.9465
Contig94883	9	6.9465
Contig96095	9	6.9465
Contig221854	9	7.665137628
Contig48780	9	7.7895
Contig184920	9	8.7115
Contig189605	9	8.7115
Contig194896	9	8.7115
Contig349179	9	8.7115
Contig39918	9	8.7115
Contig40026	9	8.7115
Contig47953	9	8.7115
Contig52302	9	8.7115
Contig53326	9	8.7115
Contig62684	9	8.7115
Contig70013	9	8.7115
Contig71115	9	8.7115
Contig72590	9	8.7115
Contig74260	9	8.7115
Contig87941	9	8.7115
Contig48500	9	9.273
Contig14719	9	10.5035
Contig94751	9	10.5649
Contig5901	9	10.87833333
Contig56068	9	11.06575
Contig246457	9	11.4081875
Contig100954	9	11.628
Contig116510	9	11.628
Contig117774	9	11.628
Contig118724	9	11.628
Contig204664	9	11.628
Contig42995	9	11.628
Contig46275	9	11.628
Contig56818	9	11.628
Contig70227	9	11.628
Contig72808	9	11.628
Contig73793	9	11.628
Contig85209	9	11.628
Contig89474	9	11.628
Contig140669	9	11.6545
Contig164439	9	11.6545
Contig23376	9	11.6545
Contig237035	9	11.6545
Contig2673	9	11.6545
Contig39296	9	11.6545
Contig42996	9	11.6545
Contig46301	9	11.6545
Contig4841	9	11.6545
Contig51023	9	11.6545
Contig54040	9	11.6545
Contig14491	9	13.1655
Contig44612	9	13.1655
Contig62545	9	13.1655
Contig2087	9	15.885
Contig257721	9	15.885
Contig54130	9	15.885
Contig68961	9	15.885
Contig104733	9	17.0985
Contig14407	9	17.0985
Contig16902	9	17.0985
Contig17066	9	17.0985
Contig352580	9	17.0985
Contig39367	9	17.0985
Contig39498	9	17.0985
Contig40215	9	17.0985
Contig49123	9	17.0985
Contig56746	9	17.0985
Contig57857	9	17.0985
Contig61912	9	17.0985
Contig6556	9	17.0985
Contig72921	9	17.0985
Contig81173	9	17.0985
Contig85034	9	17.0985
Contig8533	9	17.0985
Contig91899	9	17.0985
Contig102475	9	18.6395
Contig102690	9	18.6395
Contig11325	9	18.6395
Contig125020	9	18.6395
Contig158703	9	18.6395
Contig18616	9	18.6395
Contig2086	9	18.6395
Contig209198	9	18.6395
Contig212654	9	18.6395
Contig327419	9	18.6395
Contig381771	9	18.6395
Contig40706	9	18.6395
Contig40809	9	18.6395
Contig41382	9	18.6395
Contig4234	9	18.6395
Contig42742	9	18.6395
Contig43911	9	18.6395
Contig4653	9	18.6395
Contig5042	9	18.6395
Contig5578	9	18.6395
Contig59370	9	18.6395
Contig59722	9	18.6395
Contig6519	9	18.6395
Contig6615	9	18.6395
Contig68282	9	18.6395
Contig7063	9	18.6395
Contig73433	9	18.6395
Contig78760	9	18.6395
Contig81903	9	18.6395
Contig88323	9	18.6395
Contig92453	9	18.6395
Contig93243	9	18.6395
Contig96314	9	18.6395
Contig11114	9	19.266
Contig134180	9	19.266
Contig2352	9	19.266
Contig442	9	19.266
Contig102957	9	19.31883635
Contig110724	9	19.31883635
Contig123582	9	19.31883635
Contig38364	9	19.31883635
Contig39040	9	19.31883635
Contig39803	9	19.31883635
Contig73950	9	19.31883635
Contig75656	9	19.31883635
Contig83651	9	19.31883635
Contig388140	9	19.98916195
Contig70622	9	19.98916195
Contig763	9	19.98916195
Contig158554	9	25.38912231
Contig169488	9	25.38912231
Contig39579	9	25.38912231
Contig40234	9	25.38912231
Contig41202	9	25.38912231
Contig47287	9	25.38912231
Contig52922	9	25.38912231
Contig61512	9	25.38912231
Contig88103	9	25.38912231
Contig89074	9	25.38912231
Contig193939	9	26.0594479
Contig41962	9	26.0594479
Contig101868	9	28.0725
Contig105232	9	28.0725
Contig106582	9	28.0725
Contig108653	9	28.0725
Contig112641	9	28.0725
Contig112706	9	28.0725
Contig113612	9	28.0725
Contig119545	9	28.0725
Contig120378	9	28.0725
Contig130047	9	28.0725
Contig132573	9	28.0725
Contig13418	9	28.0725
Contig134809	9	28.0725
Contig134840	9	28.0725
Contig14050	9	28.0725
Contig142967	9	28.0725
Contig144562	9	28.0725
Contig148	9	28.0725
Contig155186	9	28.0725
Contig15857	9	28.0725
Contig159043	9	28.0725
Contig162122	9	28.0725
Contig17183	9	28.0725
Contig191398	9	28.0725
Contig209409	9	28.0725
Contig211742	9	28.0725
Contig2250	9	28.0725
Contig236265	9	28.0725
Contig243869	9	28.0725
Contig252711	9	28.0725
Contig281034	9	28.0725
Contig282671	9	28.0725
Contig284296	9	28.0725
Contig285413	9	28.0725
Contig289965	9	28.0725
Contig341330	9	28.0725
Contig3432	9	28.0725
Contig3471	9	28.0725
Contig347669	9	28.0725
Contig375687	9	28.0725
Contig38688	9	28.0725
Contig3872	9	28.0725
Contig38856	9	28.0725
Contig39012	9	28.0725
Contig3922	9	28.0725
Contig39494	9	28.0725
Contig39728	9	28.0725
Contig40101	9	28.0725
Contig40307	9	28.0725
Contig40350	9	28.0725
Contig40872	9	28.0725
Contig41236	9	28.0725
Contig4146	9	28.0725
Contig41630	9	28.0725
Contig42011	9	28.0725
Contig42190	9	28.0725
Contig42272	9	28.0725
Contig42660	9	28.0725
Contig42682	9	28.0725
Contig42707	9	28.0725
Contig42832	9	28.0725
Contig4332	9	28.0725
Contig43449	9	28.0725
Contig44638	9	28.0725
Contig45456	9	28.0725
Contig46022	9	28.0725
Contig46204	9	28.0725
Contig46374	9	28.0725
Contig47310	9	28.0725
Contig47458	9	28.0725
Contig47536	9	28.0725
Contig48127	9	28.0725
Contig49721	9	28.0725
Contig49811	9	28.0725
Contig50973	9	28.0725
Contig51030	9	28.0725
Contig51281	9	28.0725
Contig51395	9	28.0725
Contig51484	9	28.0725
Contig51533	9	28.0725
Contig51939	9	28.0725
Contig52245	9	28.0725
Contig52360	9	28.0725
Contig52668	9	28.0725
Contig53198	9	28.0725
Contig53915	9	28.0725
Contig5448	9	28.0725
Contig55267	9	28.0725
Contig55462	9	28.0725
Contig55800	9	28.0725
Contig56163	9	28.0725
Contig5887	9	28.0725
Contig59024	9	28.0725
Contig59496	9	28.0725
Contig59508	9	28.0725
Contig59755	9	28.0725
Contig62280	9	28.0725
Contig67652	9	28.0725
Contig6804	9	28.0725
Contig68508	9	28.0725
Contig68766	9	28.0725
Contig68907	9	28.0725
Contig70477	9	28.0725
Contig70619	9	28.0725
Contig70717	9	28.0725
Contig71337	9	28.0725
Contig72096	9	28.0725
Contig72914	9	28.0725
Contig7342	9	28.0725
Contig73999	9	28.0725
Contig7433	9	28.0725
Contig75625	9	28.0725
Contig76130	9	28.0725
Contig76135	9	28.0725
Contig77407	9	28.0725
Contig78446	9	28.0725
Contig81262	9	28.0725
Contig81809	9	28.0725
Contig8254	9	28.0725
Contig83052	9	28.0725
Contig83359	9	28.0725
Contig839	9	28.0725
Contig86149	9	28.0725
Contig86403	9	28.0725
Contig86936	9	28.0725
Contig87791	9	28.0725
Contig9656	9	28.0725
Contig96567	9	28.0725
Contig98538	9	28.0725
Contig98782	9	28.0725
Contig99159	9	28.0725
Contig4087	9	28.6325
Contig44697	9	28.6325
Contig62544	9	28.6325
Contig31620	9	29.0755
Contig42706	9	29.2155
Contig49071	9	29.2155
Contig53259	9	29.2155
Contig5838	9	29.2155
Contig59960	9	29.2155
Contig60937	9	29.2155
Contig69208	9	29.2155
Contig80295	9	29.2155
Contig85773	9	29.2155
Contig100907	9	29.4955
Contig116723	9	29.4955
Contig15268	9	29.4955
Contig15787	9	29.4955
Contig1663	9	29.4955
Contig38413	9	29.4955
Contig41661	9	29.4955
Contig4292	9	29.4955
Contig4681	9	29.4955
Contig5012	9	29.4955
Contig51233	9	29.4955
Contig57842	9	29.4955
Contig59377	9	29.4955
Contig61168	9	29.4955
Contig61594	9	29.4955
Contig62097	9	29.4955
Contig67706	9	29.4955
Contig79908	9	29.4955
Contig80038	9	29.4955
Contig104688	9	30.619
Contig126555	9	30.619
Contig152504	9	30.619
Contig17309	9	30.619
Contig176323	9	30.619
Contig17776	9	30.619
Contig180674	9	30.619
Contig1832	9	30.619
Contig184199	9	30.619
Contig1955	9	30.619
Contig229620	9	30.619
Contig244919	9	30.619
Contig250928	9	30.619
Contig38406	9	30.619
Contig40058	9	30.619
Contig44917	9	30.619
Contig48399	9	30.619
Contig48400	9	30.619
Contig49550	9	30.619
Contig49551	9	30.619
Contig49909	9	30.619
Contig51697	9	30.619
Contig53074	9	30.619
Contig54440	9	30.619
Contig55990	9	30.619
Contig57747	9	30.619
Contig65646	9	30.619
Contig80162	9	30.619
Contig83594	9	30.619
Contig9000	9	30.619
Contig10117	9	31.88371908
Contig147832	9	31.88371908
Contig19724	9	31.88371908
Contig213637	9	31.88371908
Contig53440	9	31.88371908
Contig63989	9	31.88371908
Contig68661	9	31.88371908
Contig75039	9	31.88371908
Contig76793	9	31.88371908
Contig86354	9	31.88371908
Contig107735	9	32.454
Contig1137	9	32.454
Contig124333	9	32.454
Contig142980	9	32.454
Contig157347	9	32.454
Contig181342	9	32.454
Contig216668	9	32.454
Contig274058	9	32.454
Contig275632	9	32.454
Contig320455	9	32.454
Contig347280	9	32.454
Contig40767	9	32.454
Contig42269	9	32.454
Contig43970	9	32.454
Contig5020	9	32.454
Contig5029	9	32.454
Contig51345	9	32.454
Contig52419	9	32.454
Contig53502	9	32.454
Contig56138	9	32.454
Contig59303	9	32.454
Contig62603	9	32.454
Contig63313	9	32.454
Contig66313	9	32.454
Contig6822	9	32.454
Contig72417	9	32.454
Contig74841	9	32.454
Contig74844	9	32.454
Contig74948	9	32.454
Contig76495	9	32.454
Contig78294	9	32.454
Contig62495	9	35.832
Contig79960	9	35.832
Contig48848	9	36.46511051
Contig61833	9	36.46511051
Contig62702	9	36.46511051
Contig100078	9	37.0725
Contig16067	9	37.0725
Contig1816	9	37.0725
Contig205074	9	37.0725
Contig3495	9	37.0725
Contig41532	9	37.0725
Contig45753	9	37.0725
Contig51438	9	37.0725
Contig714	9	37.0725
Contig100694	9	37.3825
Contig109618	9	37.3825
Contig128544	9	37.3825
Contig14006	9	37.3825
Contig1543	9	37.3825
Contig157444	9	37.3825
Contig185	9	37.3825
Contig252742	9	37.3825
Contig297764	9	37.3825
Contig334601	9	37.3825
Contig41313	9	37.3825
Contig4220	9	37.3825
Contig44713	9	37.3825
Contig47566	9	37.3825
Contig48101	9	37.3825
Contig48847	9	37.3825
Contig52076	9	37.3825
Contig53434	9	37.3825
Contig54275	9	37.3825
Contig57798	9	37.3825
Contig6878	9	37.3825
Contig71799	9	37.3825
Contig79894	9	37.3825
Contig94051	9	37.3825
Contig99795	9	37.3825
Contig48492	9	37.63272222
Contig168298	9	37.664
Contig39646	9	37.664
Contig86024	9	37.664
Contig3729	9	38.875
Contig140550	9	39.46
Contig51994	9	39.46
Contig67936	9	39.46
Contig39922	9	40.35337367
Contig116501	9	40.933
Contig119485	9	40.933
Contig136066	9	40.933
Contig148709	9	40.933
Contig216010	9	40.933
Contig60103	9	40.933
Contig61017	9	40.933
Contig61694	9	40.933
Contig107779	9	41.8195
Contig120226	9	41.8195
Contig1243	9	41.8195
Contig126281	9	41.8195
Contig141136	9	41.8195
Contig14742	9	41.8195
Contig208269	9	41.8195
Contig2359	9	41.8195
Contig257274	9	41.8195
Contig307230	9	41.8195
Contig3276	9	41.8195
Contig3950	9	41.8195
Contig41309	9	41.8195
Contig42871	9	41.8195
Contig47292	9	41.8195
Contig50546	9	41.8195
Contig50549	9	41.8195
Contig50570	9	41.8195
Contig5952	9	41.8195
Contig64268	9	41.8195
Contig75080	9	41.8195
Contig77692	9	41.8195
Contig87961	9	41.8195
Contig91772	9	41.8195
Contig93739	9	41.8195
Contig97112	9	41.8195
Contig155910	9	45.966
Contig5083	9	45.966
Contig53327	9	45.966
Contig54304	9	45.966
Contig6379	9	45.966
Contig6757	9	45.966
Contig68817	9	45.966
Contig84628	9	45.966
Contig9748	9	45.966
Contig101957	9	46.2685
Contig10718	9	46.2685
Contig115676	9	46.2685
Contig11585	9	46.2685
Contig131400	9	46.2685
Contig140812	9	46.2685
Contig149287	9	46.2685
Contig181072	9	46.2685
Contig185597	9	46.2685
Contig201438	9	46.2685
Contig227339	9	46.2685
Contig2527	9	46.2685
Contig2616	9	46.2685
Contig296490	9	46.2685
Contig30476	9	46.2685
Contig328256	9	46.2685
Contig38873	9	46.2685
Contig40257	9	46.2685
Contig41966	9	46.2685
Contig47270	9	46.2685
Contig48295	9	46.2685
Contig48545	9	46.2685
Contig50708	9	46.2685
Contig51556	9	46.2685
Contig51908	9	46.2685
Contig52546	9	46.2685
Contig56717	9	46.2685
Contig59437	9	46.2685
Contig59533	9	46.2685
Contig63494	9	46.2685
Contig7580	9	46.2685
Contig79634	9	46.2685
Contig82255	9	46.2685
Contig8352	9	46.2685
Contig112077	9	46.571
Contig179431	9	46.571
Contig187799	9	46.571
Contig213815	9	46.571
Contig237	9	46.571
Contig47024	9	46.571
Contig51093	9	46.571
Contig58249	9	46.571
Contig69397	9	46.571
Contig73048	9	46.571
Contig73716	9	46.571
Contig76858	9	46.571
Contig76929	9	46.571
Contig80634	9	46.571
Contig83720	9	46.571
Contig9375	9	46.571
Contig96599	9	46.571
Contig133714	9	47.1745
Contig213312	9	47.1745
Contig62604	9	47.1745
Contig8905	9	47.1745
Contig121139	9	47.4765
Contig12469	9	47.4765
Contig13790	9	47.4765
Contig143533	9	47.4765
Contig207095	9	47.4765
Contig218015	9	47.4765
Contig278497	9	47.4765
Contig315301	9	47.4765
Contig40439	9	47.4765
Contig40757	9	47.4765
Contig44637	9	47.4765
Contig45215	9	47.4765
Contig45322	9	47.4765
Contig45683	9	47.4765
Contig46609	9	47.4765
Contig48151	9	47.4765
Contig55256	9	47.4765
Contig55257	9	47.4765
Contig61444	9	47.4765
Contig61577	9	47.4765
Contig64141	9	47.4765
Contig71139	9	47.4765
Contig740	9	47.4765
Contig85192	9	47.4765
Contig99328	9	47.4765
Contig102071	9	48.382
Contig126051	9	48.382
Contig19632	9	48.382
Contig292819	9	48.382
Contig38751	9	48.382
Contig41102	9	48.382
Contig64155	9	48.382
Contig71092	9	48.382
Contig72979	9	48.382
Contig74795	9	48.382
Contig102407	9	49.854
Contig108034	9	49.854
Contig11632	9	49.854
Contig12117	9	49.854
Contig137253	9	49.854
Contig138225	9	49.854
Contig159829	9	49.854
Contig173731	9	49.854
Contig59342	9	49.854
Contig66091	9	49.854
Contig67165	9	49.854
Contig69169	9	49.854
Contig73237	9	49.854
Contig75815	9	49.854
Contig92895	9	51.269
Contig100614	9	51.5515
Contig151161	9	51.5515
Contig249393	9	51.5515
Contig3670	9	51.5515
Contig41818	9	51.5515
Contig49387	9	51.5515
Contig50201	9	51.5515
Contig53973	9	51.5515
Contig61607	9	51.5515
Contig67906	9	51.5515
Contig84430	9	51.5515
Contig85952	9	51.5515
Contig87929	9	51.5515
Contig88213	9	51.5515
Contig88214	9	51.5515
Contig102716	9	52.999
Contig103424	9	52.999
Contig109183	9	52.999
Contig11135	9	52.999
Contig112597	9	52.999
Contig1162	9	52.999
Contig120412	9	52.999
Contig123577	9	52.999
Contig140565	9	52.999
Contig1476	9	52.999
Contig158761	9	52.999
Contig1601	9	52.999
Contig1696	9	52.999
Contig18725	9	52.999
Contig1994	9	52.999
Contig244793	9	52.999
Contig25969	9	52.999
Contig261929	9	52.999
Contig3186	9	52.999
Contig39255	9	52.999
Contig40657	9	52.999
Contig40804	9	52.999
Contig43390	9	52.999
Contig43468	9	52.999
Contig4358	9	52.999
Contig4409	9	52.999
Contig48533	9	52.999
Contig49385	9	52.999
Contig5345	9	52.999
Contig57654	9	52.999
Contig59680	9	52.999
Contig63946	9	52.999
Contig67683	9	52.999
Contig69221	9	52.999
Contig75319	9	52.999
Contig78045	9	52.999
Contig78397	9	52.999
Contig83721	9	52.999
Contig516	9	54.171
Contig59822	9	54.171
Contig62243	9	54.171
Contig3817	9	55.05
Contig43266	9	55.05
Contig43318	9	55.05
Contig56723	9	55.05
Contig9497	9	55.05
Contig44153	9	55.3445
Contig59023	9	55.3445
Contig64081	9	55.3445
Contig66700	9	55.3445
Contig7665	9	55.3445
Contig77984	9	55.3445
Contig81926	9	55.3445
Contig153671	9	56.2375
Contig164541	9	56.2375
Contig196280	9	56.2375
Contig40352	9	56.2375
Contig44303	9	56.2375
Contig51421	9	56.2375
Contig62153	9	56.2375
Contig73365	9	56.2375
Contig52186	9	56.39183333
Contig53696	9	56.6725
Contig111493	10	0
Contig142176	10	0
Contig3103	10	0
Contig41460	10	0
Contig49689	10	0
Contig87576	10	0
Contig1064	10	0.29
Contig107354	10	0.29
Contig129	10	0.29
Contig151026	10	0.29
Contig2034	10	0.29
Contig230814	10	0.29
Contig2909	10	0.29
Contig2973	10	0.29
Contig3219	10	0.29
Contig323704	10	0.29
Contig361087	10	0.29
Contig43085	10	0.29
Contig4476	10	0.29
Contig45189	10	0.29
Contig48559	10	0.29
Contig49791	10	0.29
Contig49946	10	0.29
Contig50686	10	0.29
Contig5072	10	0.29
Contig54641	10	0.29
Contig58761	10	0.29
Contig6917	10	0.29
Contig71089	10	0.29
Contig78755	10	0.29
Contig80598	10	0.29
Contig83932	10	0.29
Contig259357	10	0.4311
Contig11563	10	0.579
Contig174999	10	0.579
Contig298011	10	0.579
Contig42734	10	0.579
Contig43573	10	0.579
Contig53268	10	0.579
Contig5762	10	0.579
Contig61117	10	0.579
Contig66426	10	0.579
Contig69204	10	0.579
Contig80358	10	0.579
Contig126285	10	0.8665
Contig1278	10	0.8665
Contig2370	10	0.8665
Contig25516	10	0.8665
Contig271493	10	0.8665
Contig311795	10	0.8665
Contig3490	10	0.8665
